,Joy,Trust,Fear,Surprise,Sadness,Disgust,Anger,Anticipation
難題,0,0,0.11051244,0.06927504,0.03316163,0.22309104,0.28001946,0.0785638
お守り,0.0035096155,0.020027475,0.044422317,0.011068377,0.006199634,0.25379518,0.34480956,0.13030754
面倒を見ること,0.0035096155,0.020027475,0.044422317,0.011068377,0.006199634,0.25379518,0.34480956,0.13030754
ご念,0.0035096155,0.020027475,0.044422317,0.011068377,0.006199634,0.25379518,0.34480956,0.13030754
援助,0.09359028,0.08540873,0.032082785,0.017993828,0.004477513,0.18996318,0.27569577,0.094111
ケアー,0.0035096155,0.020027475,0.044422317,0.011068377,0.006199634,0.25379518,0.34480956,0.13030754
世話,0.046306424,0.023008432,0.05508867,0.009852844,0.012479746,0.25113913,0.3029541,0.107610986
手当,0.12722656,0.05877232,0.03609313,0.008993056,0.0050372025,0.20620857,0.28015774,0.10587487
骨の折れること,0,0,0.11051244,0.06927504,0.03316163,0.22309104,0.28001946,0.0785638
手当て,0.12722656,0.05877232,0.03609313,0.008993056,0.0050372025,0.20620857,0.28015774,0.10587487
ケア,0.0035096155,0.020027475,0.044422317,0.011068377,0.006199634,0.25379518,0.34480956,0.13030754
面目ない,0.0063492064,0,0.008888889,0.26421076,0.055432104,0.14741005,0.18970548,0.0028571428
恥ずべき,0.0063492064,0,0.008888889,0.26421076,0.055432104,0.14741005,0.18970548,0.0028571428
かしましい,0.032222223,0.0055555557,0.018854938,0.011038801,0.0033179014,0.54133815,0.32025683,0.0032021604
騒しい,0.032222223,0.0055555557,0.018854938,0.011038801,0.0033179014,0.54133815,0.32025683,0.0032021604
耳障り,0.037708335,0.0058333334,0.019551504,0.012015543,0.0135272,0.51667124,0.3127408,0.009252026
荷やっかい,0,0.0035714286,0.044928573,0.016,0.010285715,0.4582286,0.32017145,0.021785714
過重,0.00560118,0.015911438,0.034084972,0.12911777,0.08317773,0.2793992,0.10746528,0.039361876
気が変,0.60062504,0,0,0.0050000004,0,0.0033333336,0.3209722,0
篤志,0.5556771,0.11395833,0.00055555557,0.022534722,0.0010416667,0.0021527777,0.17759259,0
マッド,0.60062504,0,0,0.0050000004,0,0.0033333336,0.3209722,0
頭が変,0.60062504,0,0,0.0050000004,0,0.0033333336,0.3209722,0
乗り気,0.5588194,0.08583334,0.00074074074,0.01337963,0.0013888889,0.0028703704,0.23679012,0
物狂おしい,0.60062504,0,0,0.0050000004,0,0.0033333336,0.3209722,0
もの狂わしい,0.60062504,0,0,0.0050000004,0,0.0033333336,0.3209722,0
乗地,0.5588194,0.08583334,0.00074074074,0.01337963,0.0013888889,0.0028703704,0.23679012,0
乗気,0.5588194,0.08583334,0.00074074074,0.01337963,0.0013888889,0.0028703704,0.23679012,0
物狂わしい,0.60062504,0,0,0.0050000004,0,0.0033333336,0.3209722,0
込み入った,0,0,0.09328043,0.055939153,0.016732804,0.31438425,0.34537238,0.018915344
煩瑣,0,0,0.09328043,0.055939153,0.016732804,0.31438425,0.34537238,0.018915344
友交,0.13066666,0.47233334,0,0,0,0,0,0
仲良し,0.122512154,0.47890973,0,0.0017187501,0,0.0022916668,0.0034375002,0
親密さ,0.122512154,0.47890973,0,0.0017187501,0,0.0022916668,0.0034375002,0
親密性,0.122512154,0.47890973,0,0.0017187501,0,0.0022916668,0.0034375002,0
人付き合い,0.13185185,0.46981484,0,0,0,0,0,0
人付合い,0.13185185,0.46981484,0,0,0,0,0,0
じっこん,0.122512154,0.47890973,0,0.0017187501,0,0.0022916668,0.0034375002,0
行交,0.13185185,0.46981484,0,0,0,0,0,0
交,0.13185185,0.46981484,0,0,0,0,0,0
御馴染,0.122512154,0.47890973,0,0.0017187501,0,0.0022916668,0.0034375002,0
昵近,0.122512154,0.47890973,0,0.0017187501,0,0.0022916668,0.0034375002,0
仲よし,0.122512154,0.47890973,0,0.0017187501,0,0.0022916668,0.0034375002,0
行交い,0.13185185,0.46981484,0,0,0,0,0,0
お付き合い,0.13185185,0.46981484,0,0,0,0,0,0
睦まじさ,0.122512154,0.47890973,0,0.0017187501,0,0.0022916668,0.0034375002,0
仲間付き合い,0.13185185,0.46981484,0,0,0,0,0,0
付き合い,0.13185185,0.46981484,0,0,0,0,0,0
往き交い,0.13185185,0.46981484,0,0,0,0,0,0
仲良,0.122512154,0.47890973,0,0.0017187501,0,0.0022916668,0.0034375002,0
密,0.15618153,0.4068146,0.004612749,0.014152825,0.00720515,0.024974046,0.02965601,0.00014534884
仲間であること,0.13185185,0.46981484,0,0,0,0,0,0
御馴染み,0.122512154,0.47890973,0,0.0017187501,0,0.0022916668,0.0034375002,0
つきあいのよいこと,0.13185185,0.46981484,0,0,0,0,0,0
交い,0.13185185,0.46981484,0,0,0,0,0,0
お馴染,0.122512154,0.47890973,0,0.0017187501,0,0.0022916668,0.0034375002,0
親交関係,0.122512154,0.47890973,0,0.0017187501,0,0.0022916668,0.0034375002,0
親しさ,0.10581125,0.39384902,0.003846154,0.004284188,0.00096153846,0.11953602,0.030961541,0.0026251527
親近,0.122512154,0.47890973,0,0.0017187501,0,0.0022916668,0.0034375002,0
つきあい,0.13185185,0.46981484,0,0,0,0,0,0
交わり,0.12275862,0.43741378,0.020689657,0.004597701,0,0.008045977,0.004597701,0.008045977
交じらい,0.13185185,0.46981484,0,0,0,0,0,0
交遊,0.13185185,0.46981484,0,0,0,0,0,0
同士の交わり,0.13185185,0.46981484,0,0,0,0,0,0
人付合,0.13185185,0.46981484,0,0,0,0,0,0
交らい,0.13185185,0.46981484,0,0,0,0,0,0
行き交い,0.13185185,0.46981484,0,0,0,0,0,0
交際,0.13185185,0.46981484,0,0,0,0,0,0
近しさ,0.122512154,0.47890973,0,0.0017187501,0,0.0022916668,0.0034375002,0
爾汝の交わり,0.122512154,0.47890973,0,0.0017187501,0,0.0022916668,0.0034375002,0
往交い,0.13185185,0.46981484,0,0,0,0,0,0
往交,0.13185185,0.46981484,0,0,0,0,0,0
親近さ,0.122512154,0.47890973,0,0.0017187501,0,0.0022916668,0.0034375002,0
綿密,0.35989583,0.21197917,0,0.081250004,0.0037500001,0.017500002,0.0225,0
念入り,0.37954545,0.14318182,0,0.095454544,0,0,0,0
丁寧,0.33892158,0.25240198,0.0029411768,0.06764706,0,0.0029411768,0,0
丹念,0.35989583,0.21197917,0,0.081250004,0.0037500001,0.017500002,0.0225,0
叮寧,0.33892158,0.25240198,0.0029411768,0.06764706,0,0.0029411768,0,0
注意深い,0.37954545,0.14318182,0,0.095454544,0,0,0,0
周到,0.41346154,0.18653846,0,0.08846154,0,0,0,0
慎重,0.32500002,0.13660716,0.049722224,0.09349207,0,0.01904762,0,0.01904762
入念,0.32559523,0.18154763,0,0.08571429,0.0042857146,0.02,0.025714286,0
じわじわ,0.3580382,0.123125,0.0031250003,0.11604167,0.00078125,0.0021875,0.00093750004,0
遅々,0.3580382,0.123125,0.0031250003,0.11604167,0.00078125,0.0021875,0.00093750004,0
そろそろ,0.3797953,0.12355264,0.002631579,0.10368421,0.00065789477,0.0018421053,0.00078947376,0
やおら,0.36339507,0.12625,0.0027777778,0.10944445,0.00069444446,0.0019444445,0.0008333334,0
のろのろ,0.3580382,0.123125,0.0031250003,0.11604167,0.00078125,0.0021875,0.00093750004,0
おもむろに,0.3580382,0.123125,0.0031250003,0.11604167,0.00078125,0.0021875,0.00093750004,0
悠々,0.35734922,0.12542857,0.002857143,0.11466667,0.0007142857,0.0019999999,0.0008571429,0
遅遅,0.3580382,0.123125,0.0031250003,0.11604167,0.00078125,0.0021875,0.00093750004,0
温温,0.35333335,0.14,0,0.10666668,0,0,0,0
じょじょに,0.3580382,0.123125,0.0031250003,0.11604167,0.00078125,0.0021875,0.00093750004,0
じんわり,0.3580382,0.123125,0.0031250003,0.11604167,0.00078125,0.0021875,0.00093750004,0
徐に,0.36339507,0.12625,0.0027777778,0.10944445,0.00069444446,0.0019444445,0.0008333334,0
徐々,0.35315362,0.135,0.0029411768,0.11509804,0.00073529413,0.0020588236,0.000882353,0
のったり,0.36339507,0.12625,0.0027777778,0.10944445,0.00069444446,0.0019444445,0.0008333334,0
徐徐に,0.35315362,0.135,0.0029411768,0.11509804,0.00073529413,0.0020588236,0.000882353,0
ゆるり,0.3580382,0.123125,0.0031250003,0.11604167,0.00078125,0.0021875,0.00093750004,0
緩徐,0.3580382,0.123125,0.0031250003,0.11604167,0.00078125,0.0021875,0.00093750004,0
緩り,0.3580382,0.123125,0.0031250003,0.11604167,0.00078125,0.0021875,0.00093750004,0
緩々,0.34371734,0.11980392,0.0029411768,0.11901961,0.00625,0.0175,0.0075000003,0
徐ろに,0.36339507,0.12625,0.0027777778,0.10944445,0.00069444446,0.0019444445,0.0008333334,0
のっそり,0.3580382,0.123125,0.0031250003,0.11604167,0.00078125,0.0021875,0.00093750004,0
温々,0.35333335,0.14,0,0.10666668,0,0,0,0
徐々に,0.35315362,0.135,0.0029411768,0.11509804,0.00073529413,0.0020588236,0.000882353,0
もたもた,0.3580382,0.123125,0.0031250003,0.11604167,0.00078125,0.0021875,0.00093750004,0
楽に,0.35333335,0.14,0,0.10666668,0,0,0,0
のそり,0.3580382,0.123125,0.0031250003,0.11604167,0.00078125,0.0021875,0.00093750004,0
徐徐,0.35315362,0.135,0.0029411768,0.11509804,0.00073529413,0.0020588236,0.000882353,0
ゆったり,0.39974472,0.10648649,0.0027027028,0.10036036,0.0006756757,0.0018918919,0.0008108109,0
のそのそ,0.3580382,0.123125,0.0031250003,0.11604167,0.00078125,0.0021875,0.00093750004,0
緩緩,0.34371734,0.11980392,0.0029411768,0.11901961,0.00625,0.0175,0.0075000003,0
掻乱す,0.19494191,0.0005847953,0.11015114,0.1831241,0.029368876,0.1284148,0.031452686,0.12778728
震撼させる,0.20214285,0.00074074074,0.08255291,0.21351853,0.017738096,0.13780753,0.0146759255,0.13901123
揺り動かす,0.17504103,0.0022373905,0.12397937,0.17701402,0.030209098,0.14169405,0.016481567,0.14722744
がたつく,0.15326658,0.00254832,0.13563442,0.17285162,0.03202374,0.15075348,0.0065578707,0.16150145
かき乱す,0.1882353,0.0006535948,0.10545285,0.18254437,0.03137255,0.13490897,0.034885623,0.13267975
掻きみだす,0.21658163,0.00079365086,0.08844955,0.18591271,0.019005103,0.14765094,0.015724206,0.14894062
揺らめかす,0.20084468,0.0008333334,0.1252279,0.17542064,0.031632654,0.13867205,0.0045833336,0.1470564
掻き乱す,0.1882353,0.0006535948,0.10545285,0.18254437,0.03137255,0.13490897,0.034885623,0.13267975
動揺させる,0.18041125,0,0.11438312,0.17660174,0.030357143,0.1543245,0.0051136366,0.16309074
振れる,0.13571429,0,0.20440477,0.18571429,0.051190477,0.12108135,0.0020833334,0.1264385
揺り動く,0.15074259,0.007244523,0.18746403,0.18288344,0.037936885,0.10602316,0.0067924922,0.11572097
確り,0.31004885,0.28771743,0.0010344828,0.06742529,0.006551724,0.013448276,0.024367817,0
確固たる,0.3130032,0.2882874,0.0011538462,0.07591026,0.007307693,0.015000001,0.027179489,0
忠実,0.23624139,0.44909197,0.0010344828,0.03765517,0.0018390805,0.0088505745,0.015306514,0
確乎たる,0.3130032,0.2882874,0.0011538462,0.07591026,0.007307693,0.015000001,0.027179489,0
聢り,0.32638055,0.27812684,0.001,0.06517778,0.0063333334,0.013,0.023555558,0
規則的,0.2804762,0.32246032,0,0.09428572,0,0,0,0
不抜,0.258,0.3048889,0.0025000002,0.08933333,0.0044444446,0.02027778,0.027222225,0
揺るぎない,0.27306482,0.301218,0.0009090909,0.08721549,0.0057575763,0.011818182,0.02141414,0
定常,0.2771111,0.3256296,0,0.09,0,0.0026666669,0.004,0
堅調,0.30344445,0.30762962,0,0.089666665,0,0,0,0
弛み無い,0.2804762,0.32246032,0,0.09428572,0,0,0,0
強固,0.29260713,0.29658332,0.0014285715,0.07755556,0.0042857146,0.018571429,0.024126984,0
断固たる,0.32801852,0.28631482,0.0016666668,0.073259264,0.005,0.021666666,0.028148148,0
決然たる,0.3364,0.29391113,0.002,0.07146667,0.0035555556,0.016222222,0.021777779,0
弛無い,0.2804762,0.32246032,0,0.09428572,0,0,0,0
実着,0.2804762,0.32246032,0,0.09428572,0,0,0,0
毅然たる,0.32801852,0.28631482,0.0016666668,0.073259264,0.005,0.021666666,0.028148148,0
弛みない,0.2804762,0.32246032,0,0.09428572,0,0,0,0
手がたい,0.28194553,0.30141777,0.0011538462,0.083153844,0.0058974363,0.009358975,0.020256411,0
牢乎たる,0.24752334,0.2698189,0.0012,0.07894667,0.0276,0.025600001,0.044266667,0.01
牢固たる,0.26329166,0.2713964,0.0011538462,0.07071795,0.026538463,0.024615385,0.042564105,0.009615385
スウィング,0.101853356,0.04717803,0.12556638,0.16713025,0.020292208,0.08371889,0.15306187,0.09178707
スイング,0.101853356,0.04717803,0.12556638,0.16713025,0.020292208,0.08371889,0.15306187,0.09178707
ずいぶん,0.41148317,0.35488775,0.0017115086,0.0039964924,0.006176378,0.015346145,0.0050222087,0.006446555
極々,0.38582718,0.36191368,0.0018805466,0.0040825657,0.006786391,0.029084036,0.0066293404,0.010786955
重々に,0.38826475,0.3800001,0.0015047687,0.003392468,0.00808379,0.0112618655,0.0046824287,0.005286142
頗る,0.3883572,0.376012,0.0018133841,0.0042343787,0.00654402,0.016259607,0.0053211497,0.006830279
克く,0.3949322,0.3901696,0.00086715486,0.0019549818,0.004658455,0.011574634,0.003787937,0.004862232
まことに,0.39774686,0.3744938,0.0019281553,0.0045023775,0.0069581987,0.009693759,0.004030445,0.0045500975
然許り,0.38746056,0.38483566,0.0016753194,0.0040222085,0.007232864,0.010076407,0.0041895416,0.0047297063
ことのほか,0.38826475,0.3800001,0.0015047687,0.003392468,0.00808379,0.0112618655,0.0046824287,0.005286142
再再,0.3896225,0.39067307,0.00016267376,0.00010351967,0.0007468205,0.013043479,0.0034309379,0.004658385
幾らも,0.3896225,0.39067307,0.00016267376,0.00010351967,0.0007468205,0.013043479,0.0034309379,0.004658385
極めて,0.38746056,0.38483566,0.0016753194,0.0040222085,0.007232864,0.010076407,0.0041895416,0.0047297063
至って,0.38944876,0.37150654,0.0016323624,0.0035985617,0.007047406,0.017510345,0.005730469,0.0073556844
たんと,0.3896225,0.39067307,0.00016267376,0.00010351967,0.0007468205,0.013043479,0.0034309379,0.004658385
おもいきり,0.3882,0.37555894,0.002086168,0.004772798,0.0064670313,0.016068317,0.005258548,0.0067499224
とても,0.38746056,0.38483566,0.0016753194,0.0040222085,0.007232864,0.010076407,0.0041895416,0.0047297063
再三,0.3896225,0.39067307,0.00016267376,0.00010351967,0.0007468205,0.013043479,0.0034309379,0.004658385
寔に,0.39774686,0.3744938,0.0019281553,0.0045023775,0.0069581987,0.009693759,0.004030445,0.0045500975
良う,0.39226362,0.3970961,0.0007482993,0.0004761905,0.0034353742,0,0.0029251701,0
沢山,0.388105,0.3640251,0.003388763,0.007086168,0.0017825649,0.021582892,0.005379189,0.012802343
善う,0.39226362,0.3970961,0.0007482993,0.0004761905,0.0034353742,0,0.0029251701,0
こよなく,0.3884348,0.38028997,0.0014829604,0.003343302,0.007966633,0.011098649,0.004614567,0.005209531
度々,0.3896225,0.39067307,0.00016267376,0.00010351967,0.0007468205,0.013043479,0.0034309379,0.004658385
好う,0.39226362,0.3970961,0.0007482993,0.0004761905,0.0034353742,0,0.0029251701,0
かなり,0.39794448,0.37486124,0.0014211703,0.0035512198,0.00763469,0.010636207,0.004422294,0.004992468
最,0.38729876,0.38422093,0.0019782374,0.0046193227,0.0071389307,0.009945544,0.0041351314,0.0046682814
繁繁,0.3896225,0.39067307,0.00016267376,0.00010351967,0.0007468205,0.013043479,0.0034309379,0.004658385
甚も,0.38502297,0.3669254,0.00203821,0.004663079,0.0063183643,0.02707824,0.006172145,0.010043027
飛び切り,0.41893595,0.35884628,0.0013118496,0.009688306,0.007047406,0.014048805,0.0044667325,0.0058904826
宜しく,0.4475124,0.45190555,0.0006802721,0.00043290044,0.0031230676,0,0.0026592456,0
重ね重ね,0.3896225,0.39067307,0.00016267376,0.00010351967,0.0007468205,0.013043479,0.0034309379,0.004658385
強か,0.38983953,0.36335197,0.0015719045,0.00433771,0.008152646,0.021347411,0.006855678,0.008461853
良く,0.3949322,0.3901696,0.00086715486,0.0019549818,0.004658455,0.011574634,0.003787937,0.004862232
然ばかり,0.38746056,0.38483566,0.0016753194,0.0040222085,0.007232864,0.010076407,0.0041895416,0.0047297063
世にも,0.38746056,0.38483566,0.0016753194,0.0040222085,0.007232864,0.010076407,0.0041895416,0.0047297063
めっきり,0.38746056,0.38483566,0.0016753194,0.0040222085,0.007232864,0.010076407,0.0041895416,0.0047297063
誠に,0.39774686,0.3744938,0.0019281553,0.0045023775,0.0069581987,0.009693759,0.004030445,0.0045500975
たびたび,0.3896225,0.39067307,0.00016267376,0.00010351967,0.0007468205,0.013043479,0.0034309379,0.004658385
痛く,0.3884348,0.38028997,0.0014829604,0.003343302,0.007966633,0.011098649,0.004614567,0.005209531
高度,0.37213486,0.36268964,0.0024483197,0.008777012,0.012544782,0.016923968,0.0108021675,0.00889039
殊の外,0.4167975,0.34591785,0.0016116996,0.003869466,0.0069581987,0.022225402,0.0051696855,0.008347565
めきめき,0.38826475,0.3800001,0.0015047687,0.003392468,0.00808379,0.0112618655,0.0046824287,0.005286142
大きに,0.38897002,0.3732251,0.0010232427,0.004056878,0.0054969764,0.021683069,0.005369766,0.0068624336
思い切り,0.3882,0.37555894,0.002086168,0.004772798,0.0064670313,0.016068317,0.005258548,0.0067499224
首尾よく,0.44355297,0.44758007,0.00062358275,0.00039682543,0.0028628116,0,0.0024376416,0
好意をもって,0.39032954,0.3963701,0.0009353741,0.0005952381,0.0042942176,0,0.0036564625,0
随分,0.39133683,0.33307025,0.0046560448,0.008786021,0.009734496,0.031253938,0.011378701,0.014548176
どんと,0.3896952,0.3766947,0.00050754676,0.0037574405,0.0065635634,0.016964287,0.003916879,0.0050223214
度度,0.3896225,0.39067307,0.00016267376,0.00010351967,0.0007468205,0.013043479,0.0034309379,0.004658385
至りて,0.38502297,0.3669254,0.00203821,0.004663079,0.0063183643,0.02707824,0.006172145,0.010043027
大いに,0.39171562,0.36993128,0.0016268281,0.0037219068,0.005043098,0.021612907,0.0049263905,0.008015995
いとも,0.3838228,0.3744938,0.0019281553,0.0045023775,0.0069581987,0.022225402,0.0051696855,0.008347565
堪らなく,0.38826475,0.3800001,0.0015047687,0.003392468,0.00808379,0.0112618655,0.0046824287,0.005286142
いっぱい,0.3896225,0.39067307,0.00016267376,0.00010351967,0.0007468205,0.013043479,0.0034309379,0.004658385
間々,0.38984334,0.39129704,0.00015921262,0.00095238094,0.0007309307,0.012765957,0.0033579392,0.0045592706
よく,0.40575412,0.38311484,0.0008387235,0.0023007197,0.004505718,0.011195139,0.0036637422,0.0047028144
能く,0.3949322,0.3901696,0.00086715486,0.0019549818,0.004658455,0.011574634,0.003787937,0.004862232
一杯,0.4046194,0.38508588,0.00164966,0.0025952384,0.00068707485,0.01575,0.003156463,0.008035715
何より,0.38826475,0.3800001,0.0015047687,0.003392468,0.00808379,0.0112618655,0.0046824287,0.005286142
往往,0.38984334,0.39129704,0.00015921262,0.00095238094,0.0007309307,0.012765957,0.0033579392,0.0045592706
極,0.38242862,0.3798378,0.0036016142,0.003969972,0.0071389307,0.014815674,0.0041351314,0.009538412
ちょこちょこ,0.38984334,0.39129704,0.00015921262,0.00095238094,0.0007309307,0.012765957,0.0033579392,0.0045592706
きわめて,0.38746056,0.38483566,0.0016753194,0.0040222085,0.007232864,0.010076407,0.0041895416,0.0047297063
屡々,0.3896225,0.39067307,0.00016267376,0.00010351967,0.0007468205,0.013043479,0.0034309379,0.004658385
極く,0.38746056,0.38483566,0.0016753194,0.0040222085,0.007232864,0.010076407,0.0041895416,0.0047297063
甚く,0.3884348,0.38028997,0.0014829604,0.003343302,0.007966633,0.011098649,0.004614567,0.005209531
はなはだ,0.38729876,0.38422093,0.0019782374,0.0046193227,0.0071389307,0.009945544,0.0041351314,0.0046682814
ちょくちょく,0.38984334,0.39129704,0.00015921262,0.00095238094,0.0007309307,0.012765957,0.0033579392,0.0045592706
多く,0.38484657,0.38793668,0.00015589569,0.004265873,0.0007157029,0.0125,0.003287982,0.004464286
余程,0.41095608,0.35519242,0.0019486184,0.004458108,0.0060406337,0.015008867,0.0049118306,0.0063048727
最も,0.38729876,0.38422093,0.0019782374,0.0046193227,0.0071389307,0.009945544,0.0041351314,0.0046682814
なにより,0.38826475,0.3800001,0.0015047687,0.003392468,0.00808379,0.0112618655,0.0046824287,0.005286142
善く,0.3949322,0.3901696,0.00086715486,0.0019549818,0.004658455,0.011574634,0.003787937,0.004862232
繁々,0.3896225,0.39067307,0.00016267376,0.00010351967,0.0007468205,0.013043479,0.0034309379,0.004658385
重重に,0.38826475,0.3800001,0.0015047687,0.003392468,0.00808379,0.0112618655,0.0046824287,0.005286142
しこたま,0.3896225,0.39067307,0.00016267376,0.00010351967,0.0007468205,0.013043479,0.0034309379,0.004658385
メキメキ,0.38840845,0.37996492,0.0017932995,0.00395335,0.0077422205,0.010786013,0.00448458,0.005062784
然許,0.38746056,0.38483566,0.0016753194,0.0040222085,0.007232864,0.010076407,0.0041895416,0.0047297063
中中,0.39205799,0.37956533,0.0014829604,0.003705621,0.007966633,0.011098649,0.004614567,0.005209531
